OBJECTID,area_pop,area_per1k,area_1k,park_reproject_meters_UNIT_ID,park_reproject_meters_LMS_ID,park_reproject_meters_PARK_NAME,park_reproject_meters_PARK_LBL,park_reproject_meters_ACCESS_TYP,park_reproject_meters_RPT_ACRES,park_reproject_meters_GIS_ACRES,park_reproject_meters_AGNCY_NAME,park_reproject_meters_AGNCY_LEV,park_reproject_meters_AGNCY_TYP,park_reproject_meters_AGNCY_WEB,park_reproject_meters_MNG_AGENCY,park_reproject_meters_COGP_TYP,park_reproject_meters_NDS_AN_TYP,park_reproject_meters_NEEDS_ANLZ,park_reproject_meters_TKIT_SUM,park_reproject_meters_AMEN_RPT,park_reproject_meters_PRKINF_CND,park_reproject_meters_AM_OPNSP,park_reproject_meters_AM_TRLS,park_reproject_meters_TRLS_MI,park_reproject_meters_TENIS,park_reproject_meters_BSKTB,park_reproject_meters_BASEB,park_reproject_meters_SOCCR,park_reproject_meters_MPFLD,park_reproject_meters_FITZN,park_reproject_meters_SK8PK,park_reproject_meters_PCNIC,park_reproject_meters_PLGND,park_reproject_meters_POOLS,park_reproject_meters_SPPAD,park_reproject_meters_DGPRK,park_reproject_meters_GYM,park_reproject_meters_COMCT,park_reproject_meters_SNRCT,park_reproject_meters_RSTRM,park_reproject_meters_TOTAL_GOOD,park_reproject_meters_TOTAL_FAIR,park_reproject_meters_TOTAL_POOR,park_reproject_meters_TYPE,park_reproject_meters_CENTER_LAT,park_reproject_meters_CENTER_LON,park_reproject_meters_ADDRESS,park_reproject_meters_CITY,park_reproject_meters_ZIP,park_reproject_meters_HOURS,park_reproject_meters_PHONES,park_reproject_meters_IS_COUNTY,park_reproject_meters_Shape__Are,park_reproject_meters_Shape__Len
"1874",1792.042,0.388,3.880,"25047","22831",Jaime Beth Slavin Park,Jaime Beth Slavin Park,Open Access,6.953000000000000,6.952251250000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0.000000000000000,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",Local Park,34.215196820000003,-118.407285930000000,7965  Whitsett Ave,North Hollywood,"91605",,(818) 506-7456,No,302838.855468750000000,4052.846393558339969
"1294",6740.557,0.214,2.138,"10308",,Roger Jessup Rec. Center,Roger Jessup Rec. Ctr.,Open Access,14.416000000000000,14.414613270000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1",Local Park,34.259679490000003,-118.405308939999998,12467  Osborne St,Pacoima,"91331",,(818) 899-8087,No,627898.043945312965661,3440.632463811829894
"504",922.232,0.041,0.412,"6158",,Camp Eucalyptus,Camp Eucalyptus,Restricted Access,0.380000000000000,0.379703720000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0",Local Park,33.924924789999999,-118.402370460000000,110 Eucalyptus Dr,El Segundo,"90245",,,No,16539.826171875000000,516.988280976033025
"464",642.656,0.229,2.288,"6095",,Moonstone Park,Moonstone Park,Open Access,1.470000000000000,1.470461180000000,"Redondo Beach, City of",City,City Agency,http://www.redondo.org,"Redondo Beach, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0.000000000000000,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",Local Park,33.847746389999998,-118.399064609999996,280 Marina Way,Redondo Beach,"90277",,,No,64053.033203125000000,1149.961089593230099
"497",723.403,0.107,1.069,"6151","23143",Sycamore Park,Sycamore Park,Open Access,0.773000000000000,0.773200920000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,33.927742819999999,-118.401634610000002,El Segundo,El Segundo,"90245",,,No,33680.496093750000000,740.391097321502002
"22",9760.626,0.095,0.949,"519","2165",Fernangeles Rec. Center,Fernangeles Rec. Ctr.,Open Access,9.263000000000000,9.262385810000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","1","2","0","1","0","0","0","1","1","0","0","1","0","0","1","3","4","1",Local Park,34.229102310000002,-118.402247610000003,8851  Laurel Canyon Blvd,Sun Valley,"91352",,(818) 767-4171,No,403467.911132813023869,2537.854030268909355
"65",2729.034,15.375,153.752,"1374","57407",Hansen Dam Park,Hansen Dam Park,Open Access,419.629000000000019,419.595081900000025,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Park,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.000000000000000,"0","0","7","5","0","1","1","2","1","1","0","0","0","0","0","2","12","6","2",Regional Recreation Park,34.269027199999996,-118.389160720000007,11770  Foothill Blvd,Sunland,"91040",,(818) 899-4537,No,18277488.651367198675871,38610.054845222002768
"2795",1804.340,0.164,1.639,"46540",,Robinson Elementary School,Robinson Elementary School,Open Access,2.957000000000000,2.956983270000000,Manhattan Beach Unified School District,Special District,School District,http://www.mbusd.org/,"Manhattan Beach, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","5","1",Local Park,33.878146500000000,-118.403205029999995,80 Morningside Dr,Manhattan Beach,"90266",,,No,128805.675781250000000,1679.311203010179952
"2607",1445.508,1.433,14.334,"46339",,Agua Armaga Canyon Open Space,Agua Armaga Canyon OS,Open Access,20.716999999999999,20.719536099999999,Palos Verdes Peninsula Land Conservancy,Non Profit,Non Profit - Land Trust,http://www.pvplc.org/preserves.shtml,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.767852310000002,-118.400549200000000,Kings Harbor Dr,Rancho Palos Verdes,"90275",,,No,902539.378906250000000,6333.060009840840394
"475",1266.824,0.006,0.058,"6109",,Shaffer Park,Shaffer Park,Open Access,0.073000000000000,0.073043190000000,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.877445350000002,-118.403130570000002,Ingleside Dr,Hermosa Beach,"90254",,,No,3181.749023437500000,248.614808696044008
"1522",3700.139,0.066,0.660,"14280","23091",Carlson Park,Carlson Park,Open Access,2.660000000000000,2.442939910000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","3","0","0",Local Park,34.013722999999999,-118.397943490000003,Carlson Park,Culver City,"90232",,,No,106414.035156250000000,1404.001487885850111
"1534",24686.371,0.070,0.699,"14547","2193",Sun Valley Park & Rec. Center,Sun Valley Park & Rec. Ctr.,Open Access,17.262000000000000,17.260737809999998,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,Present - Good,0.000000000000000,"2","1","3","1","0","1","0","0","1","1","0","0","0","1","0","2","7","4","2",Local Park,34.218417170000002,-118.372529740000004,8133  Vineland Ave,Sun Valley,"91352",,(818) 767-6151,No,751874.728515625000000,3690.023135250110045
"178",1204.253,4.186,41.864,"4585",,Beverly Gardens Park,Beverly Gardens Park,Open Access,50.415999999999997,50.415161959999999,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.073963550000002,-118.400392150000002,9439 N Santa Monica Blvd,Beverly Hills,"90210",,,No,2196075.671875000000000,18659.914916106201417
"2688",480.249,0.115,1.147,"46427",,Independence Park (City of El Segundo),Independence Park,Open Access,0.551000000000000,0.550693360000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Pocket Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,33.928549709999999,-118.398775639999997,350 Main St,El Segundo,"90245",,,No,23988.106445312500000,792.397283299686023
"2887",276.643,0.840,8.401,"46640",,Bluff Cove North,Bluff Cove North,Restricted Access,2.324000000000000,2.324020840000000,"Palos Verdes Estates, City of",City,City Agency,http://www.pvestates.org/,"Palos Verdes Estates, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.791799410000003,-118.405136630000001,Bluff Cove Trail,Palos Verdes Peninsula,"90274",,,No,101233.942382812980213,2004.692754791899915
"325",171.794,5.551,55.511,"5901",,Pelican Cove,Pelican Cove,Open Access,10.298000000000000,9.536376010000000,"Rancho Palos Verdes, City of",City,City Agency,http://palosverdes.com/rpv/recreationparks/index.cfm,"Rancho Palos Verdes, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.741481510000000,-118.404630780000005,31300 Palos Verdes Dr S,Rancho Palos Verdes,"90275",,,No,415402.873046875000000,4085.857926718519593
"2792",2595.959,0.221,2.214,"46537","79299",Pacific Elementary School,Pacific Elementary School,Open Access,5.748000000000000,5.748506930000000,Manhattan Beach Unified School District,Special District,School District,http://www.mbusd.org/,"Manhattan Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","4","0","2","0","0","0","0","1","0","0","0","0","0","0","0","4","3","0",Local Park,33.889092050000002,-118.401622669999995,1200 Pacific Ave,Manhattan Beach,"90266",,,No,250403.961914062994765,3064.160791359030100
"294",2190.686,18.732,187.321,"5858",,Palos Verdes Estates City Parkland,Palos Verdes Estates City Parkland,Open Access,410.309000000000026,410.361970139999983,"Palos Verdes Estates, City of",City,City Agency,http://www.pvestates.org/,"Palos Verdes Estates, City of",Regional Park,Regional Openspace,Yes,Yes,Yes,Fair,Present - Poor,Present - Fair,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",Local Park,33.788552469999999,-118.397165000000001,340 Palos Verdes Dr W Ste C,Palos Verdes Peninsula,"90274",,,No,17875295.838867198675871,273735.555548101023305
"499",1107.669,0.038,0.383,"6153","23032",Kansas Park,Kansas Park,Open Access,0.424000000000000,0.424442210000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,33.921123989999998,-118.400801860000001,Kansas Street & Holly Avenue,El Segundo,"90245",,,No,18488.629882812503638,544.100882722750043
"477",2036.728,0.042,0.415,"6113",,Noble Park,Noble Park,Open Access,0.846000000000000,0.845959750000000,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,33.863793370000003,-118.401987250000005,1400 The Strand,Hermosa Beach,"90254",,,No,36849.860351562500000,809.612821690144983
"296",1549.797,2.601,26.007,"5862",,Agua Armaga Canyon Open Space,Agua Armaga Canyon OS,Open Access,40.298999999999999,40.305051020000001,"Rancho Palos Verdes, City of",City,City Agency,http://palosverdes.com/rpv/recreationparks/index.cfm,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.763829389999998,-118.397772990000007,Kings Harbor Dr,Rancho Palos Verdes,"90275",,,No,1755681.003906250000000,10945.459507026900610
"94",4094.097,0.044,0.440,"2316","23208",Irving Schachter Park,Irving Schachter Park,Open Access,1.802000000000000,1.801921220000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2",Local Park,34.040231390000002,-118.399168050000000,2599  Beverwil Dr,Los Angeles,"90064",,(310) 840-2186,No,78491.373046875000000,1099.265654409879971
"1652",1930.611,0.024,0.239,"18129",,Coombs Parkette,Coombs Parkette,Open Access,0.490000000000000,0.460772220000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.008564430000000,-118.399986139999996,,Culver City,"90230",,,No,20071.159179687503638,589.500188900523995
"2593",1492.334,0.049,0.493,"46324",,Beverly Canon Gardens Park,Beverly Canon Gardens Park,Open Access,0.735000000000000,0.735444620000000,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.068069610000002,-118.399214689999994,241 N Canon Dr,Beverly Hills,"90210",,,No,32035.838867187500000,840.558355641466960
"24",10181.276,0.098,0.982,"617","23195",Fox Hills Park,Fox Hills Park,Open Access,10.000000000000000,9.996127670000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.500000000000000,"3","3","2","0","1","10","0","3","1","0","0","0","0","0","0","1","21","3","0",Local Park,33.983499639999998,-118.385968779999999,Green Valley Cir & Buckingham Parkway,Culver City,"90230",,,No,435429.576171875000000,2795.870025176579929
"321",9619.120,0.067,0.673,"5896","73936",Valley Village Park,Valley Village Park,Open Access,6.472000000000000,6.472067990000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1",Local Park,34.161434810000003,-118.382114099999995,5000  Westpark Dr,North Hollywood,"91601",,(818) 766-8445,No,281922.150390625000000,2804.653275761269924
"1526",2948.348,0.465,4.650,"14503","2203",Stonehurst Rec. Center,Stonehurst Rec. Ctr.,Open Access,13.710000000000001,13.708711570000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","1","5","2","0",Local Park,34.248438139999998,-118.375783459999994,9901  Dronfield St,Sun Valley,"91352",,(818) 767-0314,No,597149.091796875000000,3115.490480490630034
"238",10200.402,0.024,0.237,"5471","23033",Moorpark Park,Moorpark Park,Open Access,2.413000000000000,2.413024090000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,34.150645030000000,-118.395420740000006,12061  Moorpark St,Valley Village,"91607",,(818) 766-8445,No,105110.909179687994765,2112.601627102380007
"1574",18906.656,0.035,0.349,"15049","2166",Victory-Vineland Rec. Center,Victory-Vineland Rec. Ctr.,Open Access,6.602000000000000,6.601640700000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","3","1","1",Local Park,34.188081619999998,-118.372727119999993,11117 Victory Blvd,North Hollywood,"91606",,(818) 985-9516,No,287566.319335938023869,2514.815992499070035
"95",6034.241,0.028,0.284,"2357","23066",Ivy Substation and Media Park,Ivy Substation and Media Park,Open Access,1.715000000000000,1.714749300000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.026135670000002,-118.393245800000003,9091 Culver Blvd,Culver City,"90232",,,No,74694.179687500000000,1331.746059872310070
"950",2411.859,2.688,26.884,"6860",,Fryman Canyon Park,Fryman Canyon Park,Open Access,64.843999999999994,64.841403029999995,United States National Park Service,Federal,Federal Agency,http://www.nps.gov/,United States National Park Service,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.124392159999999,-118.384131830000001,8401 Mulholland Dr,Studio City,"91604",,,No,2824480.206054689828306,9928.523577544339787
"170",3270.946,0.128,1.275,"4206","22891",Lindberg Park,Lindberg Park,Open Access,4.390000000000000,4.172058150000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"1","1","2","0","1","1","0","2","2","0","0","0","0","1","0","2","4","9","0",Local Park,34.002881670000001,-118.398438319999997,5041 Rhoda Way,Culver City,"90230",,,No,181734.130859375000000,2604.109724240539435
"343",1290.774,0.133,1.331,"5925",,Palos Verdes Estates City Hall and Parkland,Palos Verdes Estates City Hall and Parkland,Open Access,1.718000000000000,1.718021130000000,"Palos Verdes Estates, City of",City,City Agency,http://www.pvestates.org/,"Palos Verdes Estates, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.799755120000000,-118.391592259999996,340 Palos Verdes Dr W Ste C,Palos Verdes Peninsula,"90274",,,No,74836.708007812500000,1571.512315614279942
"2684",179.968,0.567,5.675,"46423","23176",Constitution Park (City of El Segundo),Constitution Park,Open Access,1.021000000000000,1.021241010000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,33.927528680000002,-118.398667390000000,E Maple Ave & Washington St,El Segundo,"90245",,,No,44485.081054687500000,920.751112695910024
"484",2075.987,0.011,0.113,"6121",,Larsson Street Parkette,Larsson Street Parkette,Open Access,0.234000000000000,0.234111790000000,"Manhattan Beach, City of",City,City Agency,http://www.ci.manhattan-beach.ca.us/city-services/parks-and-recreation,"Manhattan Beach, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0.000000000000000,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0",Local Park,33.880547219999997,-118.397427879999995,Larsson St,Manhattan Beach,"90266",,,No,10197.869140625000000,426.726610898967067
"476",3114.512,0.291,2.914,"6110","22801",Valley Park,Valley Park,Open Access,9.074000000000000,9.074983120000001,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","6","0","0",Local Park,33.873552439999997,-118.401056170000004,2521 Valley Dr,Hermosa Beach,"90254",,,No,395304.682617187965661,2672.733728632349994
"2585",3487.392,0.005,0.049,"46315",,Sierra Park,Sierra Park,Open Access,0.170000000000000,0.170403310000000,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.089155450000000,-118.394072309999999,Sierra Dr,Beverly Hills,"90210",,,No,7422.735351562500000,467.280548998830000
"1844",478.206,0.628,6.277,"24506",,Freedom Park (City of El Segundo),Freedom Park,Open Access,3.001000000000000,3.001665410000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.200000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,33.922253890000000,-118.398637800000003,350 Main St,El Segundo,"90245",,,No,130752.021484375000000,2175.952951511750143
"1519",8533.213,0.116,1.162,"14169","23041",Carl E. Nielson Youth Park,Carl E. Nielson Youth Park,Open Access,9.911000000000000,9.911814450000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0",Local Park,33.956180949999997,-118.388794219999994,6000 Will Rogers St,Los Angeles,"90045",,,No,431756.912109375000000,2684.543912587129853
"2691",271.682,0.570,5.704,"46430",,Washington Par Course,Washington Par Course,Open Access,1.550000000000000,1.549620060000000,"El Segundo, City of",City,City Agency,http://www.elsegundo.org/depts/recreation/default.asp,"El Segundo, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.924364079999997,-118.398660829999997,E Maple Ave,El Segundo,"90245",,,No,67501.179687500000000,1254.289520874079926
"298",1145.947,0.885,8.845,"5865",,Robert E. Ryan Community Park,Robert E. Ryan Community Park,Open Access,10.135000000000000,10.136415980000001,"Rancho Palos Verdes, City of",City,City Agency,http://palosverdes.com/rpv/recreationparks/index.cfm,"Rancho Palos Verdes, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","1","0","6","0",Local Park,33.750630970000003,-118.394101879999994,30359 Hawthorne Blvd,Rancho Palos Verdes,"90275",,,No,441540.513671875000000,3386.690352755149888
"2600",2060.641,0.020,0.197,"46331",,Fryman Canyon Park,Fryman Canyon Park,Open Access,0.407000000000000,0.406679860000000,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.127801110000000,-118.393770649999993,8401 Mulholland Dr,Studio City,"91604",,,No,17714.897460937500000,1053.540638811329927
"1808",2075.607,0.018,0.175,"20663",,Rexford Rest Mini Park,Rexford Rest Mini Park,Open Access,0.364000000000000,0.363548900000000,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Pocket Park,Park < 5 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.071852700000001,-118.398349600000003,362 N Rexford Dr,Beverly Hills,"90210",,,No,15836.126953125000000,566.944199821031020
"1291",11827.094,0.010,0.105,"10207","2618",Robertson Rec. Center,Robertson Rec. Ctr.,Open Access,1.237000000000000,1.236896500000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0.000000000000000,"0","2","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","3","2",Local Park,34.049310579999997,-118.384810209999998,1641  Preuss Rd,Los Angeles,"90035",,(310) 278-5383,No,53878.993164062500000,1176.057032284840034
"230",3617.103,0.076,0.761,"5384","23116",Blanco Park/ El Rincon Elementary,El Rincon Elementary/Blanco Park,Open Access,3.600000000000000,2.750913490000000,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","3","2","0",Local Park,33.995894659999998,-118.392536699999994,5801 Sawtelle Blvd,Culver City,"90230",,,No,119829.312500000000000,1438.260212517430091
"466",1719.267,1.113,11.129,"6097",,Hermosa Valley Greenbelt Park,Hermosa Valley Greenbelt Park,Open Access,19.132000000000001,19.133906920000001,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,1.000000000000000,"0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0",Local Park,33.865637550000002,-118.396430359999997,Veterans Parkway (Hermosa Valley Greenbelt),Hermosa Beach,"90254",,,No,833469.666992188082077,18858.769450278799923
"2597",6647.702,0.043,0.427,"46328","77167",Beverly Vista Elementary School,Beverly Vista Elementary School,Open Access,2.839000000000000,2.838599130000000,Beverly Hills Unified School District,Special District,School District,http://www.bhusd.org/,"Beverly Hills, City of",Pocket Park,Park < 5 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.062952439999997,-118.394365379999996,200 S Elm Dr,Beverly Hills,"90212",,,No,123648.883789062994765,1474.942162693869932
